# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1;CID+2447
8DEF E0100; Adobe-Japan1;CID+12861
8DF0 E0100; Adobe-Japan1;CID+12862
8DF1 E0100; Adobe-Japan1;CID+12863
8DF2 E0100; Adobe-Japan1;CID+12864
8DF3 E0100; Adobe-Japan1;CID+12865
8DF3 E0101; Adobe-Japan1;CID+17346
8DF4 E0100; Adobe-Japan1;CID+12866
8DF5 E0100; Adobe-Japan1;CID+12867
8DFC E0100; Adobe-Japan1;CID+12868
8DFD E0100; Adobe-Japan1;CID+12869
8DFF E0100; Adobe-Japan1;CID+12870
8E01 E0100; Adobe-Japan1;CID+12871
8E04 E0100; Adobe-Japan1;CID+12872
8E05 E0100; Adobe-Japan1;CID+12873
8E06 E0100; Adobe-Japan1;CID+12874
8E08 E0100; Adobe-Japan1;CID+12875
8E09 E0100; Adobe-Japan1;CID+12876
8E09 E0101; Adobe-Japan1;CID+17347
8E0A E0100; Adobe-Japan1;CID+12877
8E0B E0100; Adobe-Japan1;CID+12878
8E0C E0100; Adobe-Japan1;CID+12879
8E0F E0100; Adobe-Japan1;CID+12880
8E10 E0100; Adobe-Japan1;CID+12881
8E11 E0100; Adobe-Japan1;CID+12882
8E14 E0100; Adobe-Japan1;CID+12883
8E16 E0100; Adobe-Japan1;CID+12884
8E1D E0100; Adobe-Japan1;CID+12885
8E1E E0100; Adobe-Japan1;CID+12886
8E1F E0100; Adobe-Japan1;CID+12887
8E20 E0100; Adobe-Japan1;CID+12888
8E21 E0100; Adobe-Japan1;CID+12889
8E22 E0100; Adobe-Japan1;CID+12890
8E23 E0100; Adobe-Japan1;CID+12891
8E26 E0100; Adobe-Japan1;CID+12892
8E27 E0100; Adobe-Japan1;CID+12893
8E2A E0100; Adobe-Japan1;CID+12894
8E30 E0100; Adobe-Japan1;CID+12895
8E31 E0100; Adobe-Japan1;CID+12896
8E33 E0100; Adobe-Japan1;CID+12897
8E34 E0100; Adobe-Japan1;CID+12898
8E34 E0101; Adobe-Japan1;CID+17348
8E35 E0100; Adobe-Japan1;CID+12899
8E36 E0100; Adobe-Japan1;CID+12900
8E37 E0100; Adobe-Japan1;CID+12901
8E38 E0100; Adobe-Japan1;CID+12902
8E39 E0100; Adobe-Japan1;CID+12903
8E3D E0100; Adobe-Japan1;CID+12904
8E40 E0100; Adobe-Japan1;CID+12905
8E41 E0100; Adobe-Japan1;CID+12906
8E42 E0100; Adobe-Japan1;CID+12907
8E44 E0100; Adobe-Japan1;CID+12908
8E47 E0100; Adobe-Japan1;CID+12909
8E48 E0100; Adobe-Japan1;CID+12910
8E49 E0100; Adobe-Japan1;CID+12911
8E4A E0100; Adobe-Japan1;CID+12912
8E4A E0101; Adobe-Japan1;CID+16371
8E4B E0100; Adobe-Japan1;CID+12913
8E4C E0100; Adobe-Japan1;CID+12914
8E4D E0100; Adobe-Japan1;CID+12915
8E4E E0100; Adobe-Japan1;CID+12916
8E4F E0100; Adobe-Japan1;CID+12917
8E50 E0100; Adobe-Japan1;CID+12918
8E54 E0100; Adobe-Japan1;CID+12919
8E55 E0100; Adobe-Japan1;CID+12920
8E59 E0100; Adobe-Japan1;CID+12921
8E5B E0100; Adobe-Japan1;CID+12922
8E5C E0100; Adobe-Japan1;CID+12923
8E5D E0100; Adobe-Japan1;CID+12924
8E5E E0100; Adobe-Japan1;CID+12925
8E5F E0100; Adobe-Japan1;CID+12926
8E60 E0100; Adobe-Japan1;CID+12927
8E61 E0100; Adobe-Japan1;CID+12928
8E62 E0100; Adobe-Japan1;CID+12929
8E63 E0100; Adobe-Japan1;CID+12930
8E64 E0100; Adobe-Japan1;CID+12931
8E69 E0100; Adobe-Japan1;CID+12932
8E6C E0100; Adobe-Japan1;CID+12933
8E6D E0100; Adobe-Japan1;CID+12934
8E6F E0100; Adobe-Japan1;CID+12935
8E70 E0100; Adobe-Japan1;CID+12936
8E71 E0100; Adobe-Japan1;CID+12937
8E72 E0100; Adobe-Japan1;CID+12938
8E74 E0100; Adobe-Japan1;CID+12939
8E75 E0100; Adobe-Japan1;CID+12940
8E76 E0100; Adobe-Japan1;CID+12941
8E77 E0100; Adobe-Japan1;CID+12942
8E79 E0100; Adobe-Japan1;CID+12943
8E7A E0100; Adobe-Japan1;CID+12944
8E7B E0100; Adobe-Japan1;CID+12945
8E7C E0100; Adobe-Japan1;CID+12946
8E81 E0100; Adobe-Japan1;CID+12947
8E82 E0100; Adobe-Japan1;CID+12948
8E83 E0100; Adobe-Japan1;CID+12949
8E84 E0100; Adobe-Japan1;CID+12950
8E85 E0100; Adobe-Japan1;CID+12951
8E87 E0100; Adobe-Japan1;CID+12952
8E89 E0100; Adobe-Japan1;CID+12953
8E8A E0100; Adobe-Japan1;CID+12954
8E8B E0100; Adobe-Japan1;CID+12955
8E8D E0100; Adobe-Japan1;CID+12956
8E8D E0101; Adobe-Japan1;CID+17349
8E90 E0100; Adobe-Japan1;CID+12957
8E91 E0100; Adobe-Japan1;CID+12958
8E91 E0101; Adobe-Japan1;CID+17350
8E92 E0100; Adobe-Japan1;CID+12959
8E93 E0100; Adobe-Japan1;CID+12960
8E94 E0100; Adobe-Japan1;CID+12961
8E95 E0100; Adobe-Japan1;CID+12962
8E98 E0100; Adobe-Japan1;CID+12963
8E99 E0100; Adobe-Japan1;CID+12964
8E9A E0100; Adobe-Japan1;CID+12965
8E9B E0100; Adobe-Japan1;CID+12966
8E9D E0100; Adobe-Japan1;CID+12967
8E9E E0100; Adobe-Japan1;CID+12968
8EA1 E0100; Adobe-Japan1;CID+12969
8EA1 E0101; Adobe-Japan1;CID+17351
8EA2 E0100; Adobe-Japan1;CID+12970
8EA7 E0100; Adobe-Japan1;CID+12971
8EA9 E0100; Adobe-Japan1;CID+12972
8EAA E0100; Adobe-Japan1;CID+12973
8EAB E0100; Adobe-Japan1;CID+12974
8EAC E0100; Adobe-Japan1;CID+12975
8EAD E0100; Adobe-Japan1;CID+12976
8EAE E0100; Adobe-Japan1;CID+12977
8EAF E0100; Adobe-Japan1;CID+12978
8EB0 E0100; Adobe-Japan1;CID+12979
8EB1 E0100; Adobe-Japan1;CID+12980
8EB3 E0100; Adobe-Japan1;CID+12981
8EB5 E0100; Adobe-Japan1;CID+12982
8EB6 E0100; Adobe-Japan1;CID+12983
8EBA E0100; Adobe-Japan1;CID+12984
8EBB E0100; Adobe-Japan1;CID+12985
8EBE E0100; Adobe-Japan1;CID+12986
8EC0 E0100; Adobe-Japan1;CID+12987
8EC1 E0100; Adobe-Japan1;CID+12988
8EC3 E0100; Adobe-Japan1;CID+12989
8EC4 E0100; Adobe-Japan1;CID+12990
8EC5 E0100; Adobe-Japan1;CID+12991
8EC6 E0100; Adobe-Japan1;CID+12992
8EC7 E0100; Adobe-Japan1;CID+12993
8EC8 E0100; Adobe-Japan1;CID+12994
8ECA E0100; Adobe-Japan1;CID+12995
8ECB E0100; Adobe-Japan1;CID+12996
8ECC E0100; Adobe-Japan1;CID+12997
8ECC E0101; Adobe-Japan1;CID+17352
8ECD E0100; Adobe-Japan1;CID+12998
8ECF E0100; Adobe-Japan1;CID+12999
8ED1 E0100; Adobe-Japan1;CID+13000
8ED2 E0100; Adobe-Japan1;CID+13001
8ED4 E0100; Adobe-Japan1;CID+16408
8ED4 E0101; Adobe-Japan1;CID+13002
8EDB E0100; Adobe-Japan1;CID+13003
8EDC E0100; Adobe-Japan1;CID+13004
8EDF E0100; Adobe-Japan1;CID+13005
8EE2 E0100; Adobe-Japan1;CID+13006
8EE3 E0100; Adobe-Japan1;CID+13007
8EE8 E0100; Adobe-Japan1;CID+13008
8EEB E0100; Adobe-Japan1;CID+13009
8EED E0100; Adobe-Japan1;CID+13010
8EEE E0100; Adobe-Japan1;CID+13011
8EF0 E0100; Adobe-Japan1;CID+13012
8EF1 E0100; Adobe-Japan1;CID+13013
8EF7 E0100; Adobe-Japan1;CID+13014
8EF8 E0100; Adobe-Japan1;CID+13015
8EF9 E0100; Adobe-Japan1;CID+13016
8EFA E0100; Adobe-Japan1;CID+13017
8EFB E0100; Adobe-Japan1;CID+13018
8EFC E0100; Adobe-Japan1;CID+13019
8EFD E0100; Adobe-Japan1;CID+13020
8EFE E0100; Adobe-Japan1;CID+13021
8F00 E0100; Adobe-Japan1;CID+13022
8F02 E0100; Adobe-Japan1;CID+13023
8F03 E0100; Adobe-Japan1;CID+13024
8F03 E0101; Adobe-Japan1;CID+17353
8F05 E0100; Adobe-Japan1;CID+13025
8F07 E0100; Adobe-Japan1;CID+13026
8F08 E0100; Adobe-Japan1;CID+13027
8F09 E0100; Adobe-Japan1;CID+13028
8F0A E0100; Adobe-Japan1;CID+13029
8F0C E0100; Adobe-Japan1;CID+13030
8F0F E0100; Adobe-Japan1;CID+13031
8F10 E0100; Adobe-Japan1;CID+13032
8F12 E0100; Adobe-Japan1;CID+13033
8F13 E0100; Adobe-Japan1;CID+13034
8F13 E0101; Adobe-Japan1;CID+17354
8F14 E0100; Adobe-Japan1;CID+13035
8F15 E0100; Adobe-Japan1;CID+13036
8F16 E0100; Adobe-Japan1;CID+13037
8F17 E0100; Adobe-Japan1;CID+13038
8F18 E0100; Adobe-Japan1;CID+13039
8F19 E0100; Adobe-Japan1;CID+13040
8F1B E0100; Adobe-Japan1;CID+13041
8F1C E0100; Adobe-Japan1;CID+13042
8F1D E0100; Adobe-Japan1;CID+13043
8F1E E0100; Adobe-Japan1;CID+13044
8F1F E0100; Adobe-Japan1;CID+13045
8F20 E0100; Adobe-Japan1;CID+13046
8F21 E0100; Adobe-Japan1;CID+13047
8F23 E0100; Adobe-Japan1;CID+13048
8F25 E0100; Adobe-Japan1;CID+13049
8F26 E0100; Adobe-Japan1;CID+13050
8F27 E0100; Adobe-Japan1;CID+13051
8F28 E0100; Adobe-Japan1;CID+13052
8F29 E0100; Adobe-Japan1;CID+13053
8F29 E0101; Adobe-Japan1;CID+17355
8F2A E0100; Adobe-Japan1;CID+13054
8F2B E0100; Adobe-Japan1;CID+13055
8F2C E0100; Adobe-Japan1;CID+13056
8F2D E0100; Adobe-Japan1;CID+13057
8F2E E0100; Adobe-Japan1;CID+13058
8F2F E0100; Adobe-Japan1;CID+13059
8F2F E0101; Adobe-Japan1;CID+17356
8F33 E0100; Adobe-Japan1;CID+13060
8F34 E0100; Adobe-Japan1;CID+13061
8F35 E0100; Adobe-Japan1;CID+13062
8F36 E0100; Adobe-Japan1;CID+13063
8F37 E0100; Adobe-Japan1;CID+13064
8F38 E0100; Adobe-Japan1;CID+13065
8F38 E0101; Adobe-Japan1;CID+16409
8F39 E0100; Adobe-Japan1;CID+13066
8F3A E0100; Adobe-Japan1;CID+13067
8F3B E0100; Adobe-Japan1;CID+13068
8F3E E0100; Adobe-Japan1;CID+13069
8F3F E0100; Adobe-Japan1;CID+13070
8F40 E0100; Adobe-Japan1;CID+13071
8F41 E0100; Adobe-Japan1;CID+13072
8F42 E0100; Adobe-Japan1;CID+13073
8F43 E0100; Adobe-Japan1;CID+13074
8F44 E0100; Adobe-Japan1;CID+13075
8F44 E0101; Adobe-Japan1;CID+17357
8F44 E0102; Adobe-Japan1;CID+17358
8F45 E0100; Adobe-Japan1;CID+13076
8F46 E0100; Adobe-Japan1;CID+13077
8F47 E0100; Adobe-Japan1;CID+13078
8F49 E0100; Adobe-Japan1;CID+13079
8F4A E0100; Adobe-Japan1;CID+13080
8F4C E0100; Adobe-Japan1;CID+13081
8F4D E0100; Adobe-Japan1;CID+13082
8F4E E0100; Adobe-Japan1;CID+13083
8F4F E0100; Adobe-Japan1;CID+13084
8F51 E0100; Adobe-Japan1;CID+13085
8F52 E0100; Adobe-Japan1;CID+13086
8F53 E0100; Adobe-Japan1;CID+13087
8F54 E0100; Adobe-Japan1;CID+13088
8F55 E0100; Adobe-Japan1;CID+13089
8F57 E0100; Adobe-Japan1;CID+13090
8F58 E0100; Adobe-Japan1;CID+13091
8F5C E0100; Adobe-Japan1;CID+13092
8F5D E0100; Adobe-Japan1;CID+13093
8F5E E0100; Adobe-Japan1;CID+13094
8F5F E0100; Adobe-Japan1;CID+13095
8F61 E0100; Adobe-Japan1;CID+13096
8F62 E0100; Adobe-Japan1;CID+13097
8F63 E0100; Adobe-Japan1;CID+13098
8F64 E0100; Adobe-Japan1;CID+13099
8F65 E0100; Adobe-Japan1;CID+13100
8F9B E0100; Adobe-Japan1;CID+13102
8F9C E0100; Adobe-Japan1;CID+13103
8F9D E0100; Adobe-Japan1;CID+13104
8F9E E0100; Adobe-Japan1;CID+13105
8F9F E0100; Adobe-Japan1;CID+13106
8FA0 E0100; Adobe-Japan1;CID+13107
8FA1 E0100; Adobe-Japan1;CID+13108
8FA2 E0100; Adobe-Japan1;CID+13109
8FA3 E0100; Adobe-Japan1;CID+13110
8FA4 E0100; Adobe-Japan1;CID+13111
8FA5 E0100; Adobe-Japan1;CID+13112
8FA6 E0100; Adobe-Japan1;CID+13113
8FA7 E0100; Adobe-Japan1;CID+13114
8FA8 E0100; Adobe-Japan1;CID+13115
8FAD E0100; Adobe-Japan1;CID+13116
8FAE E0100; Adobe-Japan1;CID+13117
8FAF E0100; Adobe-Japan1;CID+13118
8FB0 E0100; Adobe-Japan1;CID+13119
8FB1 E0100; Adobe-Japan1;CID+13120
8FB2 E0100; Adobe-Japan1;CID+13121
8FB4 E0100; Adobe-Japan1;CID+13122
8FB5 E0100; Adobe-Japan1;CID+13123
8FB6 E0100; Adobe-Japan1;CID+13124
8FB6 E0101; Adobe-Japan1;CID+15505
8FB7 E0100; Adobe-Japan1;CID+13126
8FB8 E0100; Adobe-Japan1;CID+13127
8FBA E0100; Adobe-Japan1;CID+13128
8FBB E0100; Adobe-Japan1;CID+16542
8FBB E0101; Adobe-Japan1;CID+13129
8FBC E0100; Adobe-Japan1;CID+13130
8FBC E0101; Adobe-Japan1;CID+17359
8FBE E0100; Adobe-Japan1;CID+13131
8FBF E0100; Adobe-Japan1;CID+16543
8FBF E0101; Adobe-Japan1;CID+13132
8FC0 E0100; Adobe-Japan1;CID+13133
8FC1 E0100; Adobe-Japan1;CID+13134
8FC2 E0100; Adobe-Japan1;CID+16544
8FC2 E0101; Adobe-Japan1;CID+13135
8FC4 E0100; Adobe-Japan1;CID+16545
8FC4 E0101; Adobe-Japan1;CID+13136
8FC5 E0100; Adobe-Japan1;CID+13137
8FC5 E0101; Adobe-Japan1;CID+17360
8FC5 E0102; Adobe-Japan1;CID+17361
8FC6 E0100; Adobe-Japan1;CID+13138
8FC6 E0101; Adobe-Japan1;CID+17362
8FC8 E0100; Adobe-Japan1;CID+13139
8FCA E0100; Adobe-Japan1;CID+13140
8FCB E0100; Adobe-Japan1;CID+13141
8FCD E0100; Adobe-Japan1;CID+13142
8FCE E0100; Adobe-Japan1;CID+13143
8FCE E0101; Adobe-Japan1;CID+17363
8FD0 E0100; Adobe-Japan1;CID+13144
8FD1 E0100; Adobe-Japan1;CID+13145
8FD1 E0101; Adobe-Japan1;CID+17364
8FD2 E0100; Adobe-Japan1;CID+13146
8FD3 E0100; Adobe-Japan1;CID+13147
8FD4 E0100; Adobe-Japan1;CID+13148
8FD4 E0101; Adobe-Japan1;CID+17365
8FD4 E0102; Adobe-Japan1;CID+17366
8FD5 E0100; Adobe-Japan1;CID+13149
8FDA E0100; Adobe-Japan1;CID+13150
8FE0 E0100; Adobe-Japan1;CID+13151
8FE2 E0100; Adobe-Japan1;CID+13152
8FE3 E0100; Adobe-Japan1;CID+13153
8FE4 E0100; Adobe-Japan1;CID+13154
8FE5 E0100; Adobe-Japan1;CID+13155
8FE6 E0100; Adobe-Japan1;CID+16546
8FE6 E0101; Adobe-Japan1;CID+13156
8FE8 E0100; Adobe-Japan1;CID+13157
8FE9 E0100; Adobe-Japan1;CID+13158
8FE9 E0101; Adobe-Japan1;CID+17367
8FEA E0100; Adobe-Japan1;CID+13159
8FEA E0101; Adobe-Japan1;CID+17368
8FEB E0100; Adobe-Japan1;CID+13160
8FEB E0101; Adobe-Japan1;CID+17369
8FED E0100; Adobe-Japan1;CID+13161
8FED E0101; Adobe-Japan1;CID+17370
8FEE E0100; Adobe-Japan1;CID+13162
8FEF E0100; Adobe-Japan1;CID+13163
8FEF E0101; Adobe-Japan1;CID+17371
8FF0 E0100; Adobe-Japan1;CID+13164
8FF0 E0101; Adobe-Japan1;CID+17372
8FF1 E0100; Adobe-Japan1;CID+13165
8FF4 E0100; Adobe-Japan1;CID+13166
8FF5 E0100; Adobe-Japan1;CID+13167
8FF6 E0100; Adobe-Japan1;CID+13168
8FF6 E0101; Adobe-Japan1;CID+17373
8FF7 E0100; Adobe-Japan1;CID+13169
8FF7 E0101; Adobe-Japan1;CID+17374
8FF8 E0100; Adobe-Japan1;CID+13170
8FF9 E0100; Adobe-Japan1;CID+13171
8FFA E0100; Adobe-Japan1;CID+13172
8FFA E0101; Adobe-Japan1;CID+17375
8FFB E0100; Adobe-Japan1;CID+13173
8FFD E0100; Adobe-Japan1;CID+13174
8FFD E0101; Adobe-Japan1;CID+17376
8FFE E0100; Adobe-Japan1;CID+13175
9000 E0100; Adobe-Japan1;CID+13176
9000 E0101; Adobe-Japan1;CID+17377
9001 E0100; Adobe-Japan1;CID+13177
9001 E0101; Adobe-Japan1;CID+17378
9002 E0100; Adobe-Japan1;CID+13178
9003 E0100; Adobe-Japan1;CID+13179
9003 E0101; Adobe-Japan1;CID+17379
9003 E0102; Adobe-Japan1;CID+17380
9004 E0100; Adobe-Japan1;CID+13180
9005 E0100; Adobe-Japan1;CID+13181
9006 E0100; Adobe-Japan1;CID+13182
9006 E0101; Adobe-Japan1;CID+17381
9008 E0100; Adobe-Japan1;CID+13183
900B E0100; Adobe-Japan1;CID+13184
900C E0100; Adobe-Japan1;CID+13185
900D E0100; Adobe-Japan1;CID+13186
900E E0100; Adobe-Japan1;CID+13187
900E E0101; Adobe-Japan1;CID+17382
900F E0100; Adobe-Japan1;CID+13188
900F E0101; Adobe-Japan1;CID+17383
9010 E0100; Adobe-Japan1;CID+13189
9010 E0101; Adobe-Japan1;CID+17384
9011 E0100; Adobe-Japan1;CID+13190
9013 E0100; Adobe-Japan1;CID+13191
9014 E0100; Adobe-Japan1;CID+13192
9014 E0101; Adobe-Japan1;CID+17385
9015 E0100; Adobe-Japan1;CID+13193
9016 E0100; Adobe-Japan1;CID+13194
9017 E0100; Adobe-Japan1;CID+16547
9017 E0101; Adobe-Japan1;CID+13195
9018 E0100; Adobe-Japan1;CID+13196
9019 E0100; Adobe-Japan1;CID+16548
9019 E0101; Adobe-Japan1;CID+13197
901A E0100; Adobe-Japan1;CID+13198
901A E0101; Adobe-Japan1;CID+17386
901B E0100; Adobe-Japan1;CID+13199
901D E0100; Adobe-Japan1;CID+13200
901D E0101; Adobe-Japan1;CID+17387
901E E0100; Adobe-Japan1;CID+13201
901E E0101; Adobe-Japan1;CID+17388
901F E0100; Adobe-Japan1;CID+13202
901F E0101; Adobe-Japan1;CID+17389
9020 E0100; Adobe-Japan1;CID+13203
9020 E0101; Adobe-Japan1;CID+17390
9021 E0100; Adobe-Japan1;CID+13204
9022 E0100; Adobe-Japan1;CID+16549
9022 E0101; Adobe-Japan1;CID+13205
9022 E0102; Adobe-Japan1;CID+17391
9023 E0100; Adobe-Japan1;CID+15413
9023 E0101; Adobe-Japan1;CID+13206
9027 E0100; Adobe-Japan1;CID+13207
9028 E0100; Adobe-Japan1;CID+13208
9029 E0100; Adobe-Japan1;CID+13209
902A E0100; Adobe-Japan1;CID+13210
902C E0100; Adobe-Japan1;CID+13211
902D E0100; Adobe-Japan1;CID+13212
902E E0100; Adobe-Japan1;CID+13213
902E E0101; Adobe-Japan1;CID+17392
902F E0100; Adobe-Japan1;CID+13214
9031 E0100; Adobe-Japan1;CID+13215
9031 E0101; Adobe-Japan1;CID+17393
9032 E0100; Adobe-Japan1;CID+13216
9032 E0101; Adobe-Japan1;CID+17394
9033 E0100; Adobe-Japan1;CID+13217
9034 E0100; Adobe-Japan1;CID+13218
9035 E0100; Adobe-Japan1;CID+13219
9035 E0101; Adobe-Japan1;CID+17395
9036 E0100; Adobe-Japan1;CID+13220
9037 E0100; Adobe-Japan1;CID+13221
9038 E0100; Adobe-Japan1;CID+13222
9038 E0101; Adobe-Japan1;CID+15506
9038 E0102; Adobe-Japan1;CID+15442
9039 E0100; Adobe-Japan1;CID+13223
9039 E0101; Adobe-Japan1;CID+17396
903C E0100; Adobe-Japan1;CID+16550
903C E0101; Adobe-Japan1;CID+13224
903E E0100; Adobe-Japan1;CID+13225
903F E0100; Adobe-Japan1;CID+13226
9041 E0100; Adobe-Japan1;CID+16551
9041 E0101; Adobe-Japan1;CID+17397
9041 E0102; Adobe-Japan1;CID+13227
9042 E0100; Adobe-Japan1;CID+13228
9042 E0101; Adobe-Japan1;CID+17398
9042 E0102; Adobe-Japan1;CID+17399
9043 E0100; Adobe-Japan1;CID+13229
9044 E0100; Adobe-Japan1;CID+13230
9045 E0100; Adobe-Japan1;CID+13231
9047 E0100; Adobe-Japan1;CID+13232
9047 E0101; Adobe-Japan1;CID+17400
9049 E0100; Adobe-Japan1;CID+13233
904A E0100; Adobe-Japan1;CID+13234
904A E0101; Adobe-Japan1;CID+17401
904B E0100; Adobe-Japan1;CID+13235
904B E0101; Adobe-Japan1;CID+17402
904C E0100; Adobe-Japan1;CID+13236
904D E0100; Adobe-Japan1;CID+13237
904D E0101; Adobe-Japan1;CID+17403
904E E0100; Adobe-Japan1;CID+13238
904E E0101; Adobe-Japan1;CID+17404
904F E0100; Adobe-Japan1;CID+13239
9050 E0100; Adobe-Japan1;CID+13240
9050 E0101; Adobe-Japan1;CID+17405
9051 E0100; Adobe-Japan1;CID+13241
9052 E0100; Adobe-Japan1;CID+13242
9052 E0101; Adobe-Japan1;CID+17406
9053 E0100; Adobe-Japan1;CID+13243
9053 E0101; Adobe-Japan1;CID+17407
9054 E0100; Adobe-Japan1;CID+13244
9054 E0101; Adobe-Japan1;CID+17396
9055 E0100; Adobe-Japan1;CID+13245
9055 E0101; Adobe-Japan1;CID+17408
9055 E0102; Adobe-Japan1;CID+17409
9056 E0100; Adobe-Japan1;CID+13246
9058 E0100; Adobe-Japan1;CID+13247
9058 E0101; Adobe-Japan1;CID+17410
9059 E0100; Adobe-Japan1;CID+13248
905B E0100; Adobe-Japan1;CID+13249
905C E0100; Adobe-Japan1;CID+16552
905C E0101; Adobe-Japan1;CID+13250
905D E0100; Adobe-Japan1;CID+13251
905E E0100; Adobe-Japan1;CID+13252
9060 E0100; Adobe-Japan1;CID+13253
9060 E0101; Adobe-Japan1;CID+17411
9061 E0100; Adobe-Japan1;CID+16553
9061 E0101; Adobe-Japan1;CID+13254
9062 E0100; Adobe-Japan1;CID+13255
9063 E0100; Adobe-Japan1;CID+13256
9063 E0101; Adobe-Japan1;CID+17412
9065 E0100; Adobe-Japan1;CID+13257
9066 E0100; Adobe-Japan1;CID+13258
9067 E0100; Adobe-Japan1;CID+13259
9068 E0100; Adobe-Japan1;CID+13260
9069 E0100; Adobe-Japan1;CID+13261
9069 E0101; Adobe-Japan1;CID+17413
906C E0100; Adobe-Japan1;CID+13262
906D E0100; Adobe-Japan1;CID+13263
906D E0101; Adobe-Japan1;CID+17414
906E E0100; Adobe-Japan1;CID+13264
906E E0101; Adobe-Japan1;CID+17415
906F E0100; Adobe-Japan1;CID+13265
9070 E0100; Adobe-Japan1;CID+13266
9072 E0100; Adobe-Japan1;CID+13267
9074 E0100; Adobe-Japan1;CID+13268
9075 E0100; Adobe-Japan1;CID+13269
9075 E0101; Adobe-Japan1;CID+17416
9075 E0102; Adobe-Japan1;CID+17417
9076 E0100; Adobe-Japan1;CID+13270
9077 E0100; Adobe-Japan1;CID+13271
9077 E0101; Adobe-Japan1;CID+17418
9077 E0102; Adobe-Japan1;CID+17419
9077 E0103; Adobe-Japan1;CID+17420
9078 E0100; Adobe-Japan1;CID+13272
9078 E0101; Adobe-Japan1;CID+17421
9079 E0100; Adobe-Japan1;CID+13273
907A E0100; Adobe-Japan1;CID+13274
907A E0101; Adobe-Japan1;CID+17422
907C E0100; Adobe-Japan1;CID+13275
907C E0101; Adobe-Japan1;CID+15415
907D E0100; Adobe-Japan1;CID+13276
907F E0100; Adobe-Japan1;CID+13277
907F E0101; Adobe-Japan1;CID+17423
9080 E0100; Adobe-Japan1;CID+13278
9081 E0100; Adobe-Japan1;CID+13279
9081 E0101; Adobe-Japan1;CID+17424
9082 E0100; Adobe-Japan1;CID+13280
9083 E0100; Adobe-Japan1;CID+13281
9083 E0101; Adobe-Japan1;CID+17425
9084 E0100; Adobe-Japan1;CID+13282
9084 E0101; Adobe-Japan1;CID+17426
9085 E0100; Adobe-Japan1;CID+13283
9087 E0100; Adobe-Japan1;CID+13284
9087 E0101; Adobe-Japan1;CID+17427
9088 E0100; Adobe-Japan1;CID+13285
9089 E0100; Adobe-Japan1;CID+13286
9089 E0101; Adobe-Japan1;CID+17428
9089 E0102; Adobe-Japan1;CID+17429
9089 E0103; Adobe-Japan1;CID+17430
9089 E0104; Adobe-Japan1;CID+17431
9089 E0105; Adobe-Japan1;CID+17432
9089 E0106; Adobe-Japan1;CID+17433
9089 E0107; Adobe-Japan1;CID+17434
9089 E0108; Adobe-Japan1;CID+17435
9089 E0109; Adobe-Japan1;CID+17436
9089 E010A; Adobe-Japan1;CID+17437
9089 E010B; Adobe-Japan1;CID+17438
9089 E010C; Adobe-Japan1;CID+17439
9089 E010D; Adobe-Japan1;CID+17440
9089 E010E; Adobe-Japan1;CID+17441
908A E0100; Adobe-Japan1;CID+13287
908A E0101; Adobe-Japan1;CID+17442
908A E0102; Adobe-Japan1;CID+17443
908A E0103; Adobe-Japan1;CID+17444
908A E0104; Adobe-Japan1;CID+17445
908A E0105; Adobe-Japan1;CID+17446
908A E0106; Adobe-Japan1;CID+17447
908A E0107; Adobe-Japan1;CID+17448
908B E0100; Adobe-Japan1;CID+13288
908C E0100; Adobe-Japan1;CID+13289
908E E0100; Adobe-Japan1;CID+13290
908F E0100; Adobe-Japan1;CID+13291
9090 E0100; Adobe-Japan1;CID+13292
9091 E0100; Adobe-Japan1;CID+13293
9095 E0100; Adobe-Japan1;CID+13294
9097 E0100; Adobe-Japan1;CID+13295
9098 E0100; Adobe-Japan1;CID+13296
9099 E0100; Adobe-Japan1;CID+13297
909B E0100; Adobe-Japan1;CID+13298
90A0 E0100; Adobe-Japan1;CID+13299
90A1 E0100; Adobe-Japan1;CID+13300
90A2 E0100; Adobe-Japan1;CID+13301
90A3 E0100; Adobe-Japan1;CID+13302
90A3 E0101; Adobe-Japan1;CID+17449
90A5 E0100; Adobe-Japan1;CID+13303
90A6 E0100; Adobe-Japan1;CID+13304
90A6 E0101; Adobe-Japan1;CID+17450
90A6 E0102; Adobe-Japan1;CID+17451
90A8 E0100; Adobe-Japan1;CID+13305
90A8 E0101; Adobe-Japan1;CID+17452
90AA E0100; Adobe-Japan1;CID+13306
90AA E0101; Adobe-Japan1;CID+17453
90AA E0102; Adobe-Japan1;CID+17454
90AF E0100; Adobe-Japan1;CID+13307
90B0 E0100; Adobe-Japan1;CID+13308
90B1 E0100; Adobe-Japan1;CID+13309
90B2 E0100; Adobe-Japan1;CID+13310
90B3 E0100; Adobe-Japan1;CID+13311
90B4 E0100; Adobe-Japan1;CID+13312
90B5 E0100; Adobe-Japan1;CID+13313
90B6 E0100; Adobe-Japan1;CID+13314
90B8 E0100; Adobe-Japan1;CID+13315
90BD E0100; Adobe-Japan1;CID+13316
90BE E0100; Adobe-Japan1;CID+13317
90C1 E0100; Adobe-Japan1;CID+13318
90C3 E0100; Adobe-Japan1;CID+13319
90C4 E0100; Adobe-Japan1;CID+13320
90C5 E0100; Adobe-Japan1;CID+13321
